id,name,description,address,suburb,locationType,type,lat,long,specialOffer,image,currentCapacity,ppe,artist,material,installDate
1133,Beacon Lighting,www.beaconlighting.com.au,1925 Gympie Rd,FORTITUDE VALLEY,business,Lighting,-27.3319,153.0088,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1134,Beacon Lighting,www.beaconlighting.com.au,650 Wickham St,HERVEY BAY,business,Lighting,-27.4501,153.0404,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1135,Beacon Lighting,www.beaconlighting.com.au,140 Boat Harbour Dr,JINDALEE,business,Lighting,-25.2868,152.8338,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1136,Beacon Lighting,www.beaconlighting.com.au,182 Sinnamon Rd,MACGREGOR,business,Lighting,-27.5327,152.9483,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1137,Beacon Lighting,www.beaconlighting.com.au,550 Kessels Rd,MAROOCHYDORE,business,Lighting,-27.5609,153.0707,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1138,Beacon Lighting,www.beaconlighting.com.au,72 Maroochydore Rd,MORAYFIELD,business,Lighting,-26.6629,153.0574,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1139,Beacon Lighting,www.beaconlighting.com.au,312-344 Morayfield Rd,NOOSA,business,Lighting,-27.1094,152.9492,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1140,Beacon Lighting,www.beaconlighting.com.au,Noosa Civic Shp Cnt - Eenie Creek Rd,ROCKHAMPTON,business,Lighting,-26.412,153.0442,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1141,Beacon Lighting,www.beaconlighting.com.au,Red Hill Homemaker Cnt,SOUTHPORT,business,Lighting,-23.3443,150.5216,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1142,Beacon Lighting,www.beaconlighting.com.au,542 Olsen Ave,TOWNSVILLE,business,Lighting,-27.9615,153.3773,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1143,Beacon Lighting,www.beaconlighting.com.au,cnr Dalrymple Rd/Duckworth St,UNDERWOOD,business,Lighting,-19.2804,146.7591,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1144,Beacon Lighting,www.beaconlighting.com.au,U 1 21 Kingston Rd,WINDSOR,business,Lighting,-27.6094,153.1103,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1145,Beacon Lighting,www.beaconlighting.com.au,190 Lutwyche Rd,BLACKWATER,business,Lighting,-27.4368,153.0307,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1146,Beale Vet Services,,cnr Arduarad Rd/Karri St,BEAUDESERT,business,Veterinarians,-23.4856,148.7913,10% off most services of a consultative and surgical nature.,,,,,,
1147,Beau Denture Clinic,,3 Eaglesfield St,PORT DOUGLAS,business,Dental Prosthetists,-27.9867,152.9971,First consultation free. 10% discount off full price.,,,,,,
1148,Beau Gentry Mens Store,www.beaug.com.au,Mantra on the Inlet - cnr Wharf/Macrossan Sts,BEAUDESERT,business,Clothing,-16.4805,145.4625,10% discount. Sale items excluded.,,,,,,
1149,Beaudesert Country Florist,https://beaudesertcountryflorist.com.au/,13A William St,BEAUDESERT,business,Florists,-27.9888,152.9965,5% discount for Seniors and Carer cardholders.,,,,,,
1150,Beaudesert Funerals,www.beaudesertfunerals.com.au/seniors-card,6 Telemon St,BEAUDESERT,business,Funeral Services,-27.9921,152.9928,Ask about our discounts. Terms and conditions apply.,,,,,,
1151,Beaudesert Hardware - Mitre 10,www.beaudeserthardware.com.au,24-26 William St,BEAUDESERT,business,Hardware and Tools,-27.9888,152.9975,5% discount. Excludes specials and advertised lines.,,,,,,
1152,Beaudesert Mazda,www.huebnermotors.com.au,189 Brisbane St,BEAUDESERT,business,Repairs and Servicing,-27.9798,152.9947,5% discount on parts and labour.,,,,,,
1153,AudioClinic,www.audioclinic.com.au,Beaudesert Medical Cnt - 47 William St,MOOLOOLABA,business,Hearing Products and Services,-27.9909,153.0002,$500 discount on a range of hearing devices. Conditions apply.,,,,,,
1154,Beau Gentry Mens Store,www.beaug.com.au,Mooloolaba International - cnr Venning St/The Esplanade,LOGAN CENTRAL,business,Clothing,-26.6786,153.1172,10% discount. Sale items excluded.,,,,,,
1155,Beauty Blitz Figure & Beauty Salon,,94 Wembley Rd,EDGE HILL,business,Beauty Products and Services,-27.6417,153.1101,10% discount on all beauty treatments. Excludes specials.,,,,,,
1156,Beauty Impact,,Shop 2 126 Collins Ave,MACKAY,business,Beauty Products and Services,-16.9003,145.7435,10% off all services. Excludes specials and promotions.,,,,,,
1157,Beckey Knight & Elliott,www.beckeyknightandelliott.com.au,L 2 45 Victoria St,WEST BURLEIGH,business,Legal Services,-21.1419,149.1887,Wills for $160 and powers of attorney for $150 per person.,,,,,,
1158,Beds Galore,www.beds-galore.com.au,U 1 16 Township Dr,BEENLEIGH,business,Beds and Mattresses,-28.1115,153.4382,Free delivery and we can take away your old matress for $20.,,,,,,
1159,AudioClinic,www.audioclinic.com.au,Beenleigh Specialist Cnt - 9 James St,BEENLEIGH,business,Hearing Products and Services,-27.7174,153.1994,$500 discount on a range of hearing devices. Conditions apply.,,,,,,
1160,Beenleigh Health Solutions Pharmacy,,Shop 3 9 James St,BEENLEIGH,business,Pharmacies,-27.7174,153.1994,10% off. Excludes prescriptions and specials.,,,,,,
1161,Police-Citizens Youth Club,www.pcyc.org.au,20-38 Alamein St,BEERBURRUM,business,Police and Citizens Youth Centres,-27.7118,153.2055,80% discount on adult membership rate.,,,,,,
1162,Beerburrum Motel Lodge,www.beerburrammotel.com.au,412 Steve Irwin Way,BEERBURRUM,business,Accommodation,-26.9447,152.9594,15% discount for weekly bookings.,,,,,,
1163,Beerburrum Motel Lodge,www.beerburrammotel.com.au,412 Steve Irwin Way,BEERWAH,business,Accommodation - Caravan Parks and Camping,-26.9447,152.9594,15% discount for weekly bookings.,,,,,,
1164,Beerwah Cycles,,Shop 9 1 Roys Rd,BEERWAH,business,Bicycles,-26.8631,152.9626,"10% discount on bikes, servicing and accessories. Excludes sale items.",,,,,,
1165,Beerwah Electronics,www.beerwahelectronics.com.au,Turner Park Shp Vlg,BEERWAH,business,Electrical Goods,-26.861,152.9561,5% discount on repairs to electrical goods.,,,,,,
1166,Beerwah Electronics,www.beerwahelectronics.com.au,Turner Park Shp Vlg,CALOUNDRA,business,TV Antennas,-26.861,152.9561,5% discount on antenna repairs and installations.,,,,,,
1167,Belaire Place,http://www.belaireplace.com,34 MINCHINTON ST,MITCHELTON,business,Accommodation,-26.8063,153.1323,Up to 25% Discount - subject to time of year and length of stay.,,,,,,
1168,Showcase Jewellers,www.showcasejewellers.com.au,Bellrose Jewellers - Brookside Shp Cnt,BELMONT,business,Jewellery,-27.409,152.9798,10% discount on recommended retail price. Conditions apply.,,,,,,
1169,Belmont Tavern,www.thebelmonttavern.com.au,185 Belmont Rd,AYR,business,"Clubs, Hotels and Taverns",-27.4841,153.1261,10% off bistro menu. Excludes seniors menu & other offers.,,,,,,
1170,Bennett's Exhaust & Mechanical Repairs,,111A Edward St,BENOWA,business,"Brakes, Exhausts, Steering and Suspension",-19.5719,147.403,10% off parts fitted in our workshop. Excludes specials.,,,,,,
1171,Benowa Tavern,www.benowatavern.com.au,117 Ashmore Rd,GYMPIE,business,"Clubs, Hotels and Taverns",-28.0088,153.3983,10% off bistro menu. Excludes seniors menu & other offers.,,,,,,
1172,Bent Street Vet,,9 Station Rd,NOOSAVILLE,business,Veterinarians,-26.1889,152.6715,5% off most services and supplies. Excludes lab tests.,,,,,,
1173,Bermuda Villas,www.bermudavillasnoosa.com.au,7-13 Howard St,EMERALD,business,Accommodation,-26.396,153.0709,10% off published rates when booked direct.,,,,,,
1174,Bernie's Break,,Ksk 1 Cnr Egerton and Clermont Sts,NEWTOWN,business,Cafes,-23.524,148.1583,Receive 10% off your total bill at Bernie's Break.,,,,,,
1175,Bernys On West,,Shop 7 87 West St,CALOUNDRA,business,Takeaway,-27.5542,151.944,10% discount - phone orders welcome.,,,,,,
1176,Bert Andersens Carpet One & In Tiles,www.bertandersens.com.au,56 Caloundra Rd,MAROOCHYDORE,business,Carpets and Floor Coverings,-26.7952,153.1059,"10% discount on materials. Excludes underlay, laying and sale items.",,,,,,
1177,Bert Andersens Carpet One & In Tiles,www.bertandersens.com.au,Shop 3 Dalton Cnt - 1 Newspaper Pl,TOOWOOMBA,business,Carpets and Floor Coverings,-26.6674,153.092,"10% discount on materials. Excludes underlay, laying and sale items.",,,,,,
1178,Best Computer Services,,275 Hume St,HAMILTON,business,Computers,-27.5763,151.9549,10% discount on maintenance/repairs.,,,,,,
1179,Best Western Australasia,bestwestern.com.au/seniors-rate,560 Kingsford Smith Dr,HERVEY BAY,business,Accommodation,-27.4375,153.0692,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1180,Best Western Australasia,bestwestern.com.au/seniors-rate,296 The Esplanade,TOOWOOMBA,business,Accommodation,-25.283,152.8463,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1181,Best Western Australasia,bestwestern.com.au/seniors-rate,41 Margaret St,BRISBANE,business,Accommodation,-27.5626,151.9694,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1182,Best Western Australasia,bestwestern.com.au/seniors-rate,193-197 Wickham Tce,ASCOT,business,Accommodation,-27.4611,153.0174,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1183,Best Western Australasia,bestwestern.com.au/seniors-rate,40 Lamington Ave,CABOOLTURE,business,Accommodation,-27.4306,153.0722,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1184,Best Western Australasia,bestwestern.com.au/seniors-rate,11 Lower King St,CAIRNS,business,Accommodation,-27.0842,152.956,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1185,Best Western Australasia,bestwestern.com.au/seniors-rate,cnr Mcleod/Alpin Sts,HERVEY BAY,business,Accommodation,-16.9226,145.7718,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1186,Best Western Australasia,bestwestern.com.au/seniors-rate,80 Moolyyir St,INJUNE,business,Accommodation,-25.299,152.9004,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1187,Best Western Australasia,bestwestern.com.au/seniors-rate,12-16 Hutton St,TOOWOOMBA,business,Accommodation,-25.8413,148.5664,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1188,Best Western Australasia,bestwestern.com.au/seniors-rate,200 Ruthven St,BUNDABERG,business,Accommodation,-27.5486,151.9558,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1189,Best Western Australasia,bestwestern.com.au/seniors-rate,10 Johanna Blvd,BUNDABERG,business,Accommodation,-24.8886,152.3217,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1190,Best Western Australasia,bestwestern.com.au/seniors-rate,246 Bourbong St,ROMA,business,Accommodation,-24.8687,152.341,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1191,Best Western Australasia,bestwestern.com.au/seniors-rate,5-7 Bowen St,ROCKHAMPTON,business,Accommodation,-26.5715,148.7805,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1192,Best Western Australasia,bestwestern.com.au/seniors-rate,139 Gladstone Rd,CAIRNS,business,Accommodation,-23.3852,150.5078,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1193,Best Western Australasia,bestwestern.com.au/seniors-rate,157 Sheriden St,CHARTERS TOWERS,business,Accommodation,-16.9176,145.7679,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1194,Country Road Motel,www.countryroadmotel.com,6 Mount Leyshon Rd,GOONDIWINDI,business,Accommodation,-20.0861,146.2632,5% discount per room.,,,,,,
1195,Best Western Australasia,bestwestern.com.au/seniors-rate,2 Phar Lap Ct,IPSWICH,business,Accommodation,-28.5483,150.3199,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1196,Best Western Australasia,bestwestern.com.au/seniors-rate,51-55 Warwick Rd,MARYBOROUGH,business,Accommodation,-27.6273,152.7598,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1197,Best Western Australasia,bestwestern.com.au/seniors-rate,177 John St,AIRLIE BEACH,business,Accommodation,-25.5329,152.7037,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1198,Best Western Australasia,bestwestern.com.au/seniors-rate,cnr Shute Harbour Rd/Erromango Dr,ROCKHAMPTON,business,Accommodation,-20.2813,148.7324,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1199,Best Western Australasia,bestwestern.com.au/seniors-rate,28-34 Albert St,EIGHT MILE PLAINS,business,Accommodation,-23.3758,150.5006,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1200,Best Western Australasia,bestwestern.com.au/seniors-rate,223 Padstow Rd,SPRING HILL,business,Accommodation,-27.576,153.0871,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1201,Best Western Australasia,bestwestern.com.au/seniors-rate,397 Gregory Tce,TOOWOOMBA,business,Accommodation,-27.4551,153.027,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1202,Best Western Australasia,bestwestern.com.au/seniors-rate,412 Tor St,MARYVALE,business,Accommodation,-27.5626,151.928,10% discount on accommodation. Conditions apply. For booking details click on the website.,,,,,,
1203,Bestbrook Mountain Resort,www.bestbrook.com.au,9790 Cunningham Hwy,BRISBANE - SOUTHERN SUBURBS,business,Accommodation,-28.0594,152.2985,5% discount on accommodation.,,,,,,
1204,Betterfix Mechanical Repairs,www.betterfixmechanical.com.au,Mobile Service,GOLD COAST- NORTHERN SUBURBS,business,Repairs and Servicing,-27.466,153.0239,10% discount on labour.,,,,,,
1205,Betterfix Mechanical Repairs,www.betterfixmechanical.com.au,Mobile Service,LOGAN CITY AREA,business,Repairs and Servicing,-28.0109,153.3989,10% discount on labour.,,,,,,
1206,Betterfix Mechanical Repairs,www.betterfixmechanical.com.au,Mobile Service,PARK RIDGE SOUTH,business,Repairs and Servicing,-27.6462,153.1094,10% discount on labour.,,,,,,
1207,Betterfix Mechanical Repairs,www.betterfixmechanical.com.au,17 Saxby Ct,TOWNSVILLE,business,Repairs and Servicing,-27.7309,153.0403,10% discount on labour.,,,,,,
1208,Bevan & Griffin,www.bevangriffin.com.au,U 1 175 Sturt St,BROADBEACH,business,Legal Services,-19.26,146.8147,First appointment - 20 minute concultation free. 5% discount on further visits.,,,,,,
1209,Beyond 2000 Alarms Pty Ltd,www.beyond2000alarms.com.au,U 30 20 Queensland Ave,NERANG,business,Security Alarms and Monitoring,-28.0276,153.4317,10% discount on 7 different brands of alarms.,,,,,,
1210,Bicycle World,www.bicycleworld.com.au,1 Station St,CAIRNS,business,Bicycles,-27.9937,153.3394,"Genuine 10% discount on all bikes, accessories, and repairs. Excludes specials.",,,,,,
1211,Big Cat Green Island Reef Cruises,www.greenisland.com.au,Reef Fleet Terminal - 1 Spence St,VIRGINIA,business,Cruises and Boat Charters,-16.9257,145.7742,10% off full and half day cruises (PAK1 and PAK5) if booked directly with operator. Please call or email info@greenisland.com.au,,,,,,
1212,Big Girls Don't Cry Anymore,www.brastogo.com.au,1806 Sandgate Rd,AITKENVALE,business,Clothing,-27.3755,153.062,"$20 off total purchase instore show card, or mention over phone, for online use promo code: SENIOR. We specialise in bras especially front opening.",,,,,,
1213,Big Hammer Building Centre,,cnr Anne/Rendle Sts,ATHERTON,business,Timber,-19.2927,146.7668,Receive special trade price. Quote reference: PG3,,,,,,
1214,BIG4 Atherton Woodlands Tourist Park,www.woodlandscp.com.au,141 Herberton Rd,GLADSTONE,business,Accommodation - Caravan Parks and Camping,-17.282,145.4684,"Cabin $5 discount per night, sites $2 discount per night. Excludes any other offer.",,,,,,
1215,Bill Robertson Toyota,www.billrobertsontoyota.com.au,84 Hanson Rd,TOWNSVILLE,business,Repairs and Servicing,-23.8397,151.244,"10% discount on servicing, parts and accessories.",,,,,,
1216,Billabong Lodge Motel,www.billabonglodge.com.au,96 Bowen Rd,TOWNSVILLE,business,Accommodation,-19.3006,146.8005,15% off room rate. Just mention this advertisement.,,,,,,
1217,Golden Chain Motels,www.goldenchain.com.au,Billabong Lodge Motel - 96 Bowen Rd,TOWNSVILLE,business,Accommodation,-19.3006,146.8005,10% off tariffs listed in our Australian travel guide.,,,,,,
1218,Billabong Sanctuary,www.billabongsanctuary.com.au,Bruce Hwy,KAMERUNGA,business,Tourist Attractions,-19.4019,147.028,$5 off adult rate.,,,,,,
